Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
9513,BRUNSWICK JUNCTION,WA,2505.2,2975.5,9.6,95,-33.21,115.85,30
9852,CHEYNE BEACH,WA,2503.6,2161.4,-1.0,9,-34.89,118.40,60
31188,MAREEBA TM,QLD,2502.0,2498.2,-1.0,12,-17.00,145.43,381
73023,KANGIARA (LAVERSTOCK),NSW,2501.9,2098.0,88.2,86,-34.61,148.79,560
68215,GREENSTEAD (WINGECARRIBEE RIVER),NSW,2499.0,1709.5,-1.0,14,-34.42,150.20,-999
70247,CANBERRA (AUSTRALIAN NATIONAL BOTANIC GA,NSW,2493.6,2066.3,93.8,49,-35.28,149.11,585
14703,CENTRE ISLAND,NT,2492.2,3105.8,12.5,41,-15.74,136.82,12
9964,ROCKY GULLY,WA,2491.6,2199.4,-1.0,15,-34.57,117.01,250
62107,BYLONG (GLENVIEW),NSW,2491.0,1975.7,-1.0,7,-32.47,150.11,566
9633,TAMAR,WA,2488.0,2248.7,93.0,44,-34.86,118.11,90
70263,GOULBURN TAFE,NSW,2486.0,1891.0,100.0,42,-34.75,149.70,670
90181,CAMPERDOWN,VIC,2484.4,2316.3,-1.0,6,-38.24,143.14,195
55049,QUIRINDI POST OFFICE,NSW,2483.7,2031.2,94.0,117,-31.51,150.68,390
70335,HILLVIEW (SHOALHAVEN RIVER),NSW,2483.0,1711.5,-1.0,19,-35.20,149.96,550
14932,TINDAL RAAF,NT,2481.2,3224.4,3.3,31,-14.52,132.38,134
9913,EKAMURRA,WA,2479.0,2737.1,0.0,29,-33.69,115.84,240
14652,MARANBOY HILL,NT,2473.6,2563.8,-1.0,4,-14.53,132.80,232
109518,PRESTON VALE VINEYARD,WA,2472.2,2330.9,-1.0,3,-33.56,116.04,109
84140,NICHOLSON WINERY,VIC,2470.4,2113.8,100.0,20,-37.80,147.76,42
41473,PRATTEN CONDAMINE RIVER,QLD,2469.7,1932.6,-1.0,13,-28.10,151.81,417
96033,LIAWENEE,TAS,2468.0,2693.3,-1.0,6,-41.90,146.67,1057
82165,STUMP HILL (BARJARG),VIC,2467.2,2178.2,-1.0,10,-36.95,146.01,312
14059,FOELSCHE HEADLAND,NT,2463.8,3173.2,-1.0,9,-14.08,131.81,203
83055,DINNER PLAIN (MOUNT HOTHAM AIRPORT),VIC,2463.2,2411.9,-1.0,19,-37.05,147.33,1295
86377,UPPER PLENTY,VIC,2463.1,2267.9,65.4,27,-37.42,145.08,325
39351,UPPER ULAM ROAD,QLD,2461.7,2448.1,-1.0,8,-23.62,150.54,-999
33264,BOWEN PUMP STATION ALERT,QLD,2461.0,2114.6,-1.0,7,-20.01,148.20,5
86393,CAPE SCHANCK,VIC,2459.3,2459.3,-1.0,1,-38.46,144.90,145
62013,GULGONG POST OFFICE,NSW,2454.2,1919.3,94.5,111,-32.36,149.53,475
3032,DERBY AERO,WA,2453.8,2127.5,76.3,60,-17.37,123.66,6
63298,CHIFLEY DAM (CAMPBELLS RIVER (UPSTREAM C,NSW,2450.0,1793.0,-1.0,10,-33.61,149.70,715
95079,LACHLAN (WILLIAMS ROAD),TAS,2447.6,2313.9,-1.0,4,-42.85,147.03,168
63073,ROCKLEY POST OFFICE,NSW,2446.1,2086.8,78.3,93,-33.69,149.56,820
40903,PACIFIC HAVEN ALERT,QLD,2445.0,2561.6,-1.0,8,-25.24,152.53,10
70330,GOULBURN AIRPORT AWS,NSW,2444.2,1658.6,100.0,26,-34.81,149.73,640
70307,BRUCE (AUSTRALIAN INSTITUTE OF SPORT),NSW,2438.4,2118.3,-1.0,18,-35.25,149.11,610
94155,TASMAN ISLAND,TAS,2436.6,2415.0,-1.0,10,-43.24,148.00,240
9989,THOMSON BROOK,WA,2435.4,2366.7,-1.0,17,-33.65,115.96,260
9642,WOKALUP,WA,2434.1,2922.4,2.2,46,-33.13,115.88,30
91266,KIMBERLEY (MERSEY RIVER),TAS,2433.2,2302.2,-1.0,3,-41.40,146.50,60
9258,ANKETELL,WA,2432.3,2376.9,-1.0,15,-32.22,115.88,18
72023,HUME RESERVOIR,NSW,2430.0,2076.8,89.0,92,-36.10,147.03,184
65020,MANILDRA (GEORGE ST),NSW,2428.7,1808.0,97.8,91,-33.18,148.69,438
9776,ASTON DOWNS ALERT,WA,2428.2,2337.9,-1.0,13,-33.79,115.32,80
84150,LAKES ENTRANCE (EASTERN BEACH ROAD),VIC,2427.4,2099.0,-1.0,11,-37.87,148.01,4
9628,COLLIE,WA,2425.7,2797.2,17.0,107,-33.36,116.15,204
64029,DUNEDOO (SHELL),NSW,2422.6,1542.6,-1.0,12,-32.02,149.39,390
84015,ENSAY,VIC,2422.1,2121.2,85.4,104,-37.38,147.84,240
63264,NEWBRIDGE (STRINGYBARK RD),NSW,2419.0,2101.7,-1.0,3,-33.57,149.38,952
9619,WILGARRUP,WA,2418.9,2777.0,29.6,99,-34.15,116.20,240
9917,PERIVALE ORCHARD,WA,2416.6,2504.8,-1.0,14,-33.71,115.79,100
86213,ROSEBUD (COUNTRY CLUB),VIC,2414.9,2359.8,56.5,63,-38.38,144.90,20
85168,BRIAGOLONG,VIC,2413.9,2017.6,92.9,29,-37.83,147.08,55
23875,PARAWA (SECOND VALLEY FOREST AWS),SA,2408.2,2462.0,56.0,26,-35.57,138.29,341
91186,FORTHSIDE RESEARCH STATION,TAS,2407.7,2870.7,12.8,40,-41.20,146.27,127
64009,DUNEDOO POST OFFICE,NSW,2407.2,1838.4,95.2,105,-32.02,149.40,388
61097,MOONAN FLAT (HIGH ST),NSW,2403.1,2076.2,88.2,77,-31.92,151.24,423
55257,DURI (DUNGOWAN RD),NSW,2402.4,2078.3,-1.0,16,-31.22,150.82,456
23865,LENSWOOD (STRINGYBARK),SA,2390.6,2382.2,-1.0,19,-34.89,138.81,547
91100,THREE HUMMOCK ISLAND,TAS,2390.4,2657.4,-1.0,12,-40.45,144.84,8
90077,TERANG,VIC,2389.4,2357.0,52.3,112,-38.24,142.92,131
92120,ST HELENS AERODROME,TAS,2389.3,2011.5,-1.0,11,-41.34,148.28,48
39168,WOODGATE STORE,QLD,2387.0,2994.9,10.0,21,-25.10,152.56,5
86088,OAKLEIGH (METROPOLITAN GOLF CLUB),VIC,2384.2,2229.5,76.2,85,-37.91,145.09,81
14299,NGUKURR AIRPORT,NT,2383.4,2236.6,-1.0,8,-14.72,134.75,15
14638,GORRIE,NT,2379.0,2697.7,29.6,28,-15.53,132.65,175
31196,MT GARNET ALERT,QLD,2379.0,1986.5,-1.0,13,-17.70,145.15,663
33286,CLARE ALERT,QLD,2379.0,2672.3,-1.0,10,-19.76,147.24,9
23799,PROSPECT HILL,SA,2376.7,2521.6,40.7,28,-35.22,138.73,360
54146,HAYSTACK (BEARDY RIVER),NSW,2373.0,1852.4,-1.0,16,-29.23,151.38,-999
9518,CAPE LEEUWIN,WA,2372.8,2868.3,12.6,120,-34.37,115.14,13
3094,WINDJANA GORGE,WA,2372.6,2460.2,-1.0,3,-17.42,124.92,95
86369,SPRINGVALE (SANDOWN),VIC,2372.0,2317.3,-1.0,9,-37.95,145.17,41
14704,MCARTHUR RIVER MINE AIRPORT,NT,2369.8,2272.3,63.2,39,-16.44,136.08,40
9617,BRIDGETOWN,WA,2369.2,2270.2,-1.0,11,-33.95,116.13,179
109511,PORONGURUPS,WA,2369.2,2252.8,-1.0,6,-34.66,117.89,250
62101,MUDGEE AIRPORT AWS,NSW,2366.8,2028.5,94.7,20,-32.56,149.61,471
9997,RAVENSCLIFFE ALERT,WA,2365.6,2235.3,-1.0,13,-33.76,115.84,200
94220,GROVE (RESEARCH STATION),TAS,2365.2,2185.8,-1.0,16,-42.98,147.08,65
33170,MYSTERY PARK,QLD,2365.0,3048.4,20.8,25,-22.36,149.37,40
88162,WALLAN (KILMORE GAP),VIC,2364.2,2030.6,81.8,23,-37.38,144.97,528
31210,MAREEBA AIRPORT,QLD,2362.2,2501.7,52.6,20,-17.07,145.43,472
86297,MOUNT WAVERLEY (RIVERSDALE GOLF CLUB),VIC,2361.7,2307.3,-1.0,2,-37.87,145.12,92
56050,TENTERFIELD (ABERFELDIE),NSW,2361.2,2439.9,36.7,50,-29.02,151.75,680
65103,FORBES AIRPORT AWS,NSW,2357.8,1549.4,100.0,21,-33.36,147.92,230
61287,MERRIWA (ROSCOMMON),NSW,2357.4,1808.0,100.0,33,-32.19,150.17,375
65034,WELLINGTON (D&J RURAL),NSW,2357.1,1845.5,93.7,112,-32.56,148.95,305
23866,VERDUN,SA,2356.4,2361.7,-1.0,19,-35.01,138.80,315
69137,GREEN CAPE AWS,NSW,2351.6,1897.4,-1.0,17,-37.26,150.05,19
92019,LAKE LEAKE (ELIZABETH RIVER),TAS,2351.0,2460.8,44.0,117,-42.01,147.80,575
64015,MENDOORAN POST OFFICE,NSW,2350.8,1722.9,94.0,85,-31.82,149.12,350
41445,LESLIE DAM,QLD,2346.6,1982.6,90.6,86,-28.21,151.92,478
9971,ACTON PARK,WA,2346.2,2385.5,-1.0,14,-33.78,115.41,120
54003,BARRABA (CLIFTON LANE),NSW,2344.7,2060.4,80.7,110,-30.38,150.61,499
84003,BRUTHEN (POST OFFICE),VIC,2343.2,2242.4,68.0,104,-37.71,147.83,22
94270,NUBEENA (MARYS ROAD),TAS,2342.0,2182.3,-1.0,2,-43.09,147.73,72
94198,CAPE BRUNY (CAPE BRUNY),TAS,2341.8,2289.0,-1.0,12,-43.49,147.14,60
23734,MOUNT BOLD RESERVOIR,SA,2339.6,2305.2,53.9,79,-35.12,138.68,251
62036,ULAN WATER,NSW,2337.0,1949.0,92.5,68,-32.28,149.74,420
85270,MITCHELL RIVER @ GLENALADALE,VIC,2336.8,2100.7,-1.0,14,-37.76,147.37,40
63022,COWRA AG RESEARCH STATION,NSW,2336.6,1847.1,92.3,92,-33.80,148.70,360
23108,LONGWOOD ALERT,SA,2329.2,2561.9,-1.0,16,-35.05,138.73,458
86068,VIEWBANK,VIC,2327.6,1967.2,-1.0,14,-37.74,145.10,66
61392,MURRURUNDI GAP AWS,NSW,2326.8,2130.7,-1.0,17,-31.74,150.79,729
86373,RHYLL,VIC,2323.4,2084.9,88.0,26,-38.46,145.31,13
14306,MERLIN MINE,NT,2321.0,2081.5,-1.0,7,-16.82,136.33,190
90186,WARRNAMBOOL AIRPORT NDB,VIC,2320.8,2224.7,-1.0,18,-38.29,142.45,71
94064,WATTLE HILL,TAS,2319.8,1963.7,93.5,78,-42.76,147.62,104
23720,HAHNDORF,SA,2317.6,2527.1,21.9,106,-35.02,138.81,341
63005,BATHURST AGRICULTURAL STATION,NSW,2316.4,1914.3,90.1,112,-33.43,149.56,713
2044,LAKE ARGYLE RESORT,WA,2312.7,2177.8,64.5,32,-16.11,128.74,163
61373,PARKVILLE (KINGDON PONDS),NSW,2309.2,1729.1,-1.0,16,-31.96,150.86,200
82146,GOORAM (MORELLA),VIC,2309.0,2159.1,-1.0,16,-36.93,145.58,320
55325,TAMWORTH AIRPORT AWS,NSW,2307.4,1934.9,84.6,27,-31.07,150.84,395
70005,BOMBALA (THERRY STREET),NSW,2307.0,1963.9,85.0,114,-36.91,149.24,705
54029,WARIALDA POST OFFICE,NSW,2305.9,2023.0,81.1,112,-29.54,150.58,320
3080,CURTIN AERO,WA,2305.8,2502.2,-1.0,19,-17.58,123.83,78
82096,CREIGHTONS CREEK (BARONGA (CREIGHTON\'S C,VIC,2304.2,2513.8,26.4,73,-36.90,145.52,276
41540,BEARDY JUNCTION,QLD,2302.8,2024.4,-1.0,17,-29.17,151.34,326
73014,GRENFELL (MANGANESE RD),NSW,2300.5,1845.9,90.2,113,-33.89,148.15,390
65098,NEUREA (FERNFIELD),NSW,2299.6,1602.7,-1.0,3,-32.68,148.92,335
9182,MAIDA VALE,WA,2287.7,2382.1,23.8,22,-31.97,116.02,100
41100,TEXAS POST OFFICE,QLD,2286.6,1914.2,89.1,102,-28.85,151.17,295
109519,VASSE,WA,2284.3,2284.3,-1.0,1,-33.69,115.29,-999
9519,CAPE NATURALISTE,WA,2283.0,2385.8,32.1,113,-33.54,115.02,109
61185,HUNTER RIVER (GLENBAWN DAM D/S),NSW,2279.2,1855.5,-1.0,3,-32.11,150.99,230
82145,GOORAM (HILLSIDE),VIC,2279.2,2095.4,-1.0,19,-36.88,145.58,255
99014,MEMANA (BABEL FARM),TAS,2279.1,2337.3,43.6,40,-40.02,148.18,12
23910,KANGARILLA (SADDLEBAGS),SA,2278.8,2257.1,-1.0,14,-35.13,138.69,385
72101,HOLBROOK (NARRABILLA),NSW,2276.0,2080.1,80.0,51,-35.71,147.49,315
23704,BELAIR (STATE FLORA NURSERY),SA,2274.2,2358.0,34.5,98,-35.01,138.65,305
73138,YOUNG AIRPORT,NSW,2273.2,1815.6,87.5,25,-34.25,148.25,380
9007,CHIDLOW,WA,2272.2,2668.3,18.6,87,-31.86,116.27,300
61363,SCONE AIRPORT AWS,NSW,2272.2,1828.0,92.0,26,-32.03,150.83,221
85009,TRARALGON EPA,VIC,2271.8,1894.9,-1.0,16,-38.20,146.53,-999
109513,MUMBALLUP ORGANICS,WA,2270.0,2237.6,-1.0,5,-33.54,116.12,246
31180,MOUNT CARBINE TOWNSHIP,QLD,2269.3,2807.2,-1.0,6,-16.53,145.13,365
96049,TODS CORNER,TAS,2262.3,2187.3,-1.0,4,-41.97,146.80,1065
23882,LOBETHAL (MAIDMENT ROAD),SA,2262.2,2382.7,-1.0,19,-34.87,138.91,497
23887,KUITPO FOREST RESERVE,SA,2260.2,2096.5,-1.0,13,-35.17,138.68,365
41516,ALLORA TM,QLD,2258.0,1584.5,-1.0,4,-28.03,152.02,471
54039,BINGARA (KEERA),NSW,2255.2,2088.8,72.2,109,-29.99,150.78,333
35081,WOLEEBEE NEVASA,QLD,2253.6,1846.5,92.9,86,-26.29,149.83,273
39054,JAMBIN POST OFFICE,QLD,2253.2,2067.3,73.7,77,-24.20,150.37,142
94222,KINGSTON (GREENHILL DRIVE),TAS,2248.6,2067.4,-1.0,18,-42.97,147.30,54
51066,EUMUNGERIE POST OFFICE,NSW,2246.5,1688.5,98.4,62,-31.95,148.62,302
23921,MT BOLD (SCOTT CREEK ALERT),SA,2244.6,2269.5,-1.0,6,-35.10,138.67,220
3075,DERBY MAIN ROADS,WA,2242.8,2153.8,-1.0,13,-17.31,123.65,18
61372,BLANDFORD (PAGES RIVER),NSW,2242.0,2032.7,-1.0,15,-31.80,150.93,450
65019,GOOLOOGONG POST OFFICE,NSW,2241.0,1816.2,89.2,75,-33.61,148.44,265
30107,ROBIN HOOD STATION,QLD,2240.0,2223.5,65.7,36,-18.84,143.71,460
23731,CUDLEE CREEK (MILLBROOK RESERVOIR),SA,2236.7,2563.7,10.5,96,-34.83,138.82,315
92027,ORFORD (AUBIN COURT),TAS,2236.7,2016.2,70.4,55,-42.55,147.88,14
53033,PALLAMALLAWA POST OFFICE,NSW,2232.4,1841.7,88.7,107,-29.47,150.14,230
9172,JANDAKOT AERO,WA,2229.6,2474.6,29.0,32,-32.10,115.88,30
55313,GOONOO GOONOO (GOONOO GOONOO CREEK),NSW,2229.2,1864.7,-1.0,15,-31.27,150.92,450
41503,WARWICK (SCOTS COLLEGE) TM,QLD,2229.0,1660.5,-1.0,10,-28.22,152.05,446
9987,PAYNEDALE ALERT,WA,2227.6,2223.6,-1.0,17,-33.64,115.70,100
9988,HAPPY VALLEY,WA,2226.8,2197.3,-1.0,14,-33.68,115.62,100
72160,ALBURY AIRPORT AWS,NSW,2226.8,1868.5,90.5,22,-36.07,146.95,164
83090,OMEO,VIC,2226.2,1969.9,-1.0,10,-37.10,147.60,690
70333,NARRAWA (LACHLAN RIVER),NSW,2223.6,1794.7,-1.0,10,-34.40,149.09,460
9278,YOONGARILLUP TBRG,WA,2223.2,2108.0,-1.0,4,-33.74,115.47,54
87042,MEREDITH,VIC,2220.9,2093.2,69.0,88,-37.83,144.06,355
73142,COOTAMUNDRA AIRPORT,NSW,2219.3,1801.6,-1.0,19,-34.63,148.04,335
41534,WARWICK ALERT,QLD,2216.0,1683.0,-1.0,19,-28.21,152.03,448
54104,PINDARI DAM,NSW,2215.6,2201.0,50.0,41,-29.39,151.24,462
88010,WILLOWMAVIN (AVALON STATION),VIC,2214.6,1975.8,-1.0,16,-37.25,144.86,381
65111,COWRA AIRPORT AWS,NSW,2213.8,1644.0,-1.0,9,-33.84,148.65,300
9967,NARRIKUP WEST,WA,2212.5,2105.8,-1.0,8,-34.78,117.65,130
70346,SUTTON (GOOLABRI DVE),NSW,2211.9,1868.2,-1.0,7,-35.19,149.25,655
94125,MARGATE (SUNNYSIDE),TAS,2210.2,2206.7,56.1,42,-43.02,147.25,24
41491,BARONGAROOK TM,QLD,2205.0,1520.0,-1.0,5,-28.43,151.47,20
40455,DUNOLLIE,QLD,2204.0,2104.5,73.8,66,-25.85,151.37,152
90184,CAPE NELSON LIGHTHOUSE,VIC,2201.8,2122.3,65.2,24,-38.43,141.54,45
29063,NORMANTON AIRPORT,QLD,2197.6,2397.4,-1.0,19,-17.69,141.07,18
94040,LYMINGTON (FATTYS LANE),TAS,2197.6,2346.6,34.7,76,-43.20,147.07,26
86361,CERBERUS,VIC,2195.4,2120.8,71.4,22,-38.36,145.18,13
70351,CANBERRA AIRPORT,NSW,2193.0,1840.7,-1.0,11,-35.31,149.20,577
61339,CLARENCETOWN (MILL DAM FALLS (WILLIAMS R,NSW,2192.8,2481.0,-1.0,11,-32.56,151.80,10
91227,DELORAINE RAILWAY BRIDGE (MEANDER RIVER),TAS,2192.2,2388.2,-1.0,9,-41.53,146.66,240
41359,OAKEY AERO,QLD,2187.8,1839.1,85.7,50,-27.40,151.74,406
85151,YARRAM AIRPORT,VIC,2187.8,1908.6,-1.0,12,-38.56,146.75,18
50117,ALECTOWN (BRIDGEWATER),NSW,2187.0,1734.2,100.0,25,-32.90,148.28,341
50119,ALECTOWN (VANVILLA),NSW,2186.8,1785.3,94.1,35,-32.94,148.24,350
85166,STRATFORD,VIC,2181.1,1909.9,96.9,33,-37.96,147.08,25
32196,TOWNSVILLE- AIR WEAPONS RANGE (DEFENCE),QLD,2181.0,2440.5,-1.0,2,-19.30,146.24,386
23733,MOUNT BARKER,SA,2180.0,2277.4,36.2,117,-35.07,138.85,359
86210,BONBEACH (CARRUM (PATTERSON RIVER COUNTR,VIC,2178.4,2129.8,60.9,47,-38.07,145.13,5
82167,GRETA WEST,VIC,2172.8,2060.3,-1.0,16,-36.53,146.22,174
14808,BRADSHAW - ANGALLARI VALLEY (DEFENCE),NT,2170.8,2157.8,-1.0,2,-15.44,130.57,60
94263,ABELS BAY (SANDREEF ROAD),TAS,2170.6,2028.7,-1.0,5,-43.23,147.10,30
23862,LOBETHAL (GRAEBER),SA,2170.4,2473.0,-1.0,12,-34.91,138.88,432
90063,PENSHURST (POST OFFICE),VIC,2161.5,2170.1,46.3,109,-37.88,142.29,233
55202,GUNNEDAH AIRPORT AWS,NSW,2160.2,1660.8,-1.0,15,-30.95,150.25,263
9994,COLLIE EAST,WA,2159.2,2131.1,-1.0,11,-33.36,116.17,200
23735,MOUNT COMPASS,SA,2156.9,2511.9,1.4,75,-35.35,138.62,229
14723,BORROLOOLA AIRPORT,NT,2156.0,2831.6,14.3,22,-16.08,136.30,16
93049,MOUNT SEYMOUR,TAS,2153.0,1794.1,-1.0,8,-42.37,147.46,628
88164,EILDON FIRE TOWER,VIC,2152.6,1956.6,85.0,21,-37.21,145.84,637
94219,CYGNET (SYNOTTS ROAD),TAS,2148.6,2260.2,-1.0,12,-43.15,147.05,120
50031,PEAK HILL POST OFFICE,NSW,2147.5,1689.5,91.4,117,-32.72,148.19,285
39334,HAZELDEAN,QLD,2146.8,2496.8,-1.0,18,-24.02,150.96,66
35039,GILIGULGUL TM,QLD,2146.0,1709.4,-1.0,8,-26.36,150.05,367
55044,BOGGABRI (RETREAT),NSW,2146.0,1746.4,89.4,105,-30.70,150.28,302
82144,KELVIN VIEW (WATERHOUSE RESERVOIR),VIC,2144.8,1925.7,-1.0,16,-36.82,145.64,300
3003,BROOME AIRPORT,WA,2140.2,1874.4,72.2,80,-17.95,122.24,7
91039,NORTHDOWN (HAMLEY),TAS,2140.2,2405.7,14.8,89,-41.18,146.48,75
92045,LARAPUNA (EDDYSTONE POINT),TAS,2138.8,2288.1,29.2,97,-40.99,148.35,20
63076,SOFALA OLD POST OFFICE,NSW,2137.8,1926.7,75.5,103,-33.08,149.69,579
88154,GLENBURN (HIGHWOOD TBRG),VIC,2134.8,2134.8,-1.0,1,-37.39,145.48,313
2022,MOUNT WINIFRED,WA,2134.6,1971.7,-1.0,9,-18.02,126.30,180
82015,ELDORADO,VIC,2133.2,2004.7,71.7,114,-36.31,146.52,195
86232,MELBOURNE BOTANICAL GARDENS,VIC,2131.6,2070.8,56.7,31,-37.83,144.98,29
40904,RAILWAY BRIDGE ALERT,QLD,2131.0,2582.7,-1.0,19,-25.28,152.51,10
39067,MOONMERA,QLD,2126.2,2313.4,40.4,100,-23.58,150.40,137
26018,MILLICENT,SA,2125.7,2256.4,25.9,109,-37.59,140.34,20
83019,MANSFIELD (POST OFFICE),VIC,2124.2,2122.2,49.1,107,-37.05,146.09,316
39000,ABERCORN,QLD,2122.2,2038.7,69.7,67,-25.13,151.13,200
86350,WALLAN,VIC,2121.7,2025.8,68.0,26,-37.42,144.98,341
89104,LEIGH RIVER @ MOUNT MERCER,VIC,2120.4,1724.7,-1.0,11,-37.81,143.92,-999
70328,BOMBALA AWS,NSW,2118.6,1687.4,90.9,23,-37.00,149.23,761
88123,KYNETON,VIC,2117.7,2352.1,24.3,38,-37.25,144.44,526
92155,BUCKLAND (BROCKLEY ROAD),TAS,2116.8,1759.6,-1.0,8,-42.58,147.78,77
23710,CLARENDON,SA,2112.4,2400.9,13.6,111,-35.11,138.62,267
94195,TUNNACK FIRE STATION,TAS,2111.2,1806.2,-1.0,12,-42.45,147.46,462
30083,TOOMBA STUD,QLD,2110.8,1927.6,74.5,48,-19.97,145.59,380
14949,DELAMERE WEAPONS RANGE,NT,2110.0,2576.4,-1.0,17,-15.74,131.92,221
33195,WILLIAMSON,QLD,2108.6,2610.2,-1.0,15,-22.47,150.18,28
82128,HURDLE CK AT BOBINAWARRAH,VIC,2106.4,2082.4,-1.0,11,-36.51,146.45,-999
23723,INMAN VALLEY,SA,2106.2,2247.1,25.0,77,-35.49,138.47,91
42025,HORSE CREEK AL,QLD,2106.2,1749.4,-1.0,13,-26.55,150.63,350
39175,LOVANDEE,QLD,2102.6,2828.8,-1.0,17,-24.42,151.21,144
23877,KERSBROOK,SA,2099.0,2175.8,-1.0,16,-34.79,138.87,350
39258,WALLA ALERT-B,QLD,2098.8,2744.5,3.2,63,-25.14,151.98,15
82143,SHEANS CREEK (HERONSLEA),VIC,2096.0,1767.6,-1.0,14,-36.79,145.66,220
9603,BUSSELTON AERO,WA,2095.0,1980.0,-1.0,13,-33.68,115.40,16
86035,ELTHAM,VIC,2088.1,2242.3,31.3,81,-37.70,145.16,44
51160,GILGANDRA (ROSEWOOD),NSW,2080.8,1419.7,-1.0,10,-31.70,148.63,288
41052,JINGI JINGI,QLD,2078.0,1919.1,71.3,88,-26.69,151.10,365
14821,ROSEWOOD,NT,2077.6,1916.0,67.7,100,-16.46,129.01,137
96081,POATINA,TAS,2077.6,2365.5,-1.0,11,-41.80,146.96,312
33267,MT DANGAR ALERT,QLD,2077.0,2310.5,-1.0,13,-20.22,148.12,46
33291,DALBEG ALERT,QLD,2073.0,2249.9,-1.0,16,-20.31,147.30,35
41405,FELTON,QLD,2072.2,1873.7,65.0,21,-27.80,151.74,428
1006,WYNDHAM AERO,WA,2071.8,2545.8,24.1,30,-15.51,128.15,4
9769,CULFORD,WA,2071.8,1971.7,71.9,33,-32.57,116.44,335
73151,TEMORA AIRPORT,NSW,2071.4,1480.2,-1.0,12,-34.43,147.51,281
33210,ST LAWRENCE,QLD,2069.0,2841.5,-1.0,16,-22.35,149.52,9
53002,BARADINE FORESTRY,NSW,2067.2,1876.0,74.2,63,-30.95,149.07,302
63229,COWRA (BILLIMARI (PINE VIEW)),NSW,2066.8,1971.5,-1.0,11,-33.68,148.61,298
41508,O\'CONNOR TM,QLD,2066.0,1589.9,-1.0,10,-27.73,150.65,300
26067,MOUNT SCHANK (JETHIA),SA,2064.6,2225.4,17.1,42,-37.96,140.77,21
9991,DONNYBROOK EAST,WA,2064.2,2080.7,-1.0,13,-33.57,115.84,120
91293,LOW HEAD,TAS,2063.6,2023.0,-1.0,19,-41.05,146.79,3
41493,THE DEEP CROSSING,QLD,2061.4,1869.1,68.4,20,-27.49,150.46,308
92154,LITTLE SWANPORT (LISDILLON FARM),TAS,2060.6,1689.8,-1.0,8,-42.29,148.00,20
9105,WANNEROO,WA,2060.0,2446.5,10.4,49,-31.73,115.79,30
23846,BELAIR,SA,2059.4,2051.8,-1.0,15,-35.00,138.66,480
42112,MILES CONSTANCE STREET,QLD,2057.8,1548.0,-1.0,13,-26.66,150.18,305
39341,BYRNESTOWN ALERT,QLD,2057.0,1906.8,-1.0,7,-25.52,151.76,120
52023,PILLIGA POST OFFICE,NSW,2056.5,1671.2,90.0,111,-30.35,148.88,162
14653,CONWAYS,NT,2055.6,2587.5,-1.0,11,-14.26,133.59,136
14828,SHOEING TOOL BORE,NT,2055.6,2173.3,-1.0,10,-16.39,131.56,179
23787,BALHANNAH (GUMBOOYA),SA,2053.2,2167.0,-1.0,17,-35.02,138.86,406
91121,WATERHOUSE(BAROOGA),TAS,2053.2,2002.2,69.2,40,-40.94,147.59,39
2043,MOUNT KRAUSS,WA,2051.6,1791.8,-1.0,9,-18.34,126.12,160
53018,CROPPA CREEK (KRUI PLAINS),NSW,2049.3,1755.5,78.4,103,-28.99,150.02,222
89074,DERRINALLUM (POST OFFICE),VIC,2047.0,1948.0,76.2,64,-37.95,143.22,177
26021,MOUNT GAMBIER AERO,SA,2044.6,2141.3,29.7,75,-37.75,140.77,63
41495,TERRAINE TM,QLD,2042.0,1850.1,-1.0,12,-28.48,151.28,318
91126,DEVONPORT AIRPORT,TAS,2039.2,2292.3,13.2,54,-41.17,146.43,8
73032,QUANDIALLA POST OFFICE,NSW,2039.0,1574.5,90.7,76,-34.01,147.79,250
14847,KIDMAN SPRINGS,NT,2038.3,2274.5,27.5,41,-16.12,130.96,100
22835,PARNDANA (TURKEY LANE),SA,2037.6,2154.8,25.0,41,-35.73,137.12,201
65013,EUGOWRA POST OFFICE,NSW,2036.2,1729.1,85.0,108,-33.43,148.37,270
9277,LAKE CHITTERING,WA,2034.8,1939.7,-1.0,6,-31.43,116.09,130
92020,LEWIS HILL (ST PAULS RIVER),TAS,2033.8,1878.4,73.3,76,-41.82,147.96,229
35093,MT MOFFATT NATIONAL PARK,QLD,2033.1,2113.4,33.3,28,-25.02,147.95,610
92079,TOOMS LAKE (TOOMS RIVER),TAS,2032.4,1787.9,87.1,32,-42.21,147.78,469
30137,HILLGROVE STATION,QLD,2027.9,1677.5,82.1,107,-19.63,145.79,300
14816,OLD DELAMERE,NT,2027.0,2070.9,51.9,28,-15.74,131.53,102
54038,NARRABRI AIRPORT AWS,NSW,2021.4,1699.7,-1.0,19,-30.32,149.83,229
82021,INDIGO,VIC,2016.7,1847.0,77.4,94,-36.10,146.60,200
9992,CAPEL NORTH,WA,2011.8,2040.0,-1.0,17,-33.54,115.55,20
14864,MOOLOOLOO,NT,2011.1,2319.5,-1.0,17,-16.33,131.51,120
3093,FITZROY CROSSING AERO,WA,2010.0,2044.1,47.4,20,-18.18,125.56,115
42100,SOUTHWOOD,QLD,2008.9,1751.0,-1.0,8,-27.76,150.07,240
